k_start,k_end,t_start_sec,alpha,lib_id
12804,12871,256.064567310671,0.183528288737637,38
12810,12894,256.173648383974,0.247023436927606,10
12813,12916,256.241909621688,0.181334130272125,230
12831,12914,256.591985307225,0.169515822547305,149
12835,12912,256.672839182382,0.380208392982702,179
12851,12903,257.002236514976,0.150515652643276,176
12856,12914,257.109337578802,0.281443520548695,127
12879,12952,257.558412171035,0.401363432869564,99
12886,12947,257.705783460565,0.196760915150075,23
12891,12967,257.807714377414,0.420697832358072,238
12894,12989,257.855092386609,0.441831676174093,227
12901,12977,258.005476503263,0.277379959623868,71
12908,12991,258.143395589813,0.154952438716355,47
12910,12974,258.171962864361,0.195872463380657,124
12925,12990,258.474222768994,0.214106976127096,56
12931,13015,258.609888975128,0.202758818789835,121
12938,13019,258.749036332004,0.279843142440838,244
12948,13006,258.937807556772,0.444395136483048,192
12956,13040,259.098480534207,0.407368048580244,32
12958,13061,259.135446089828,0.402054265095338,230
12960,13039,259.172134788755,0.318357848981846,11
12976,13079,259.492607953643,0.414501779942074,226
12977,13064,259.52138715771,0.397157058922933,180
13005,13068,260.089665978927,0.304713692103573,62
13026,13097,260.49984977865,0.289701066232985,6
13050,13108,260.972136161839,0.340664578521905,7
13059,13154,261.163665452629,0.314366156945554,227
13086,13162,261.700223005116,0.17419029502103,161
13419,13497,268.360021534419,0.425350839691995,185
13688,13760,273.7328312458,0.212634588888001,85
13826,13913,276.50497789979,0.353390816326063,180
13836,13902,276.693496257534,0.329506651834148,143
14130,14195,282.578712644472,0.439853867299953,114
14158,14319,283.145687800017,0.445667928321462,167
14416,14519,289.66414740449,0.168023366452811,35
