k_start,k_end,t_start_sec,alpha,lib_id
7388,7466,147.731969922261,0.3718087309532,41
7743,7846,154.832830392245,0.285033047444495,59
7814,7878,156.266648726236,0.281904448438608,17
7827,7902,156.518129317161,0.338150595133593,160
7830,7930,156.586390554876,0.284452295968209,203
7843,7919,156.836879601391,0.287427818431122,118
7852,7914,157.01732011557,0.17359867930257,69
7868,7933,157.346717448163,0.369325268920717,100
7874,7999,157.453818511989,0.322096597780643,228
7888,7972,157.735399185207,0.297487840447679,108
7893,7957,157.846626283373,0.447443923613428,5
7904,7966,158.050264393752,0.30623105121144,97
7909,7997,158.152195310601,0.293542664972107,147
7915,7990,158.284552394139,0.220637335567325,243
7918,8013,158.330724461754,0.160959074729874,227
7922,7974,158.423699751016,0.211004421222117,176
7925,7997,158.487876523,0.226122225643404,58
7932,8023,158.612470975784,0.330334405344479,197
7932,7995,158.627404677328,0.170811897458516,62
7940,8015,158.777788793982,0.292753176639798,122
7942,8008,158.818703702181,0.240981387246105,143
7959,8028,159.167271372654,0.289780740467112,195
7961,8048,159.196050576722,0.172277960874317,207
7973,8038,159.442961467395,0.259176020564104,114
7975,8054,159.479927023015,0.337294974445779,128
7977,8039,159.516615721943,0.231289012457706,68
7989,8070,159.764329397939,0.192088642311059,234
8010,8066,160.174513197661,0.311398714099624,173
8033,8112,160.64679958085,0.213296608565889,183
8043,8118,160.838328871641,0.187785332378136,21
8053,8126,161.048813695215,0.440667691939462,110
8070,8143,161.374886424127,0.330045782341971,75
8765,8831,176.2928741446,0.28905691401829,30
